sport,venue,zone,session_code,session_date,session_type,session_description,start_time,end_time
BMX Racing,Valley Complex 4,Valley Zone,BMX02,2028-07-16,Final,Men's Semifinal; Women's Semifinal; Men's Final; Women's Final,10:30:00,13:00:00
Mountain Bike,Industry Hills MTB Course,City of Industry Zone,MTB01,2028-07-17,Final,Men's Cross-Country,11:00:00,13:30:00
Mountain Bike,Industry Hills MTB Course,City of Industry Zone,MTB02,2028-07-18,Final,Women's Cross-Country,11:00:00,13:30:00
Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice Zone,CRD02,2028-07-22,Final,Women's Road Race,11:30:00,16:15:00
Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice Zone,CRD03,2028-07-23,Final,Men's Road Race,09:00:00,16:15:00
Cycling Track,Carson Velodrome,Carson Zone,CTR01,2028-07-25,Preliminary,Men's Team Sprint Qualifying; Women's Team Sprint Qualifying,09:00:00,10:00:00
Cycling Track,Carson Velodrome,Carson Zone,CTR02,2028-07-25,Final,Men's Team Sprint First Round; Women's Team Sprint First Round; Men's Team Pursuit Qualifying; Men's Team Sprint Final; Women's Team Sprint Final,12:00:00,15:00:00
Cycling Track,Carson Velodrome,Carson Zone,CTR03,2028-07-26,Preliminary,Women's Team Pursuit Qualifying; Men's Team Pursuit First Round; Women's Keirin First Round; Men's Sprint Qualifying; Women's Keirin Repechage,08:45:00,12:15:00
Cycling Track,Carson Velodrome,Carson Zone,CTR04,2028-07-26,Final,Men's Sprint 1/32 Final; Men's Team Pursuit Final; Men's Sprint 1/32 Final Repechage; Women's Keirin Quarterfinal; Men's Sprint 1/16 Final; Men's Sprint 1/16 Final Repechage,13:45:00,16:45:00
Cycling Track,Carson Velodrome,Carson Zone,CTR05,2028-07-27,Final,Women's Team Pursuit First Round; Men's Omnium Scratch Race 1/4; Men's Sprint 1/8 Final; Men's Omnium Tempo Race 2/4; Men's Sprint 1/8 Final Repechage; Women's Keirin Semifinal; Men's Sprint Quarterfinal Race 1; Men's Omnium Elimination Race 3/4; Women's Keirin Final 7-12; Women's Keirin Final 1-6; Men's Sprint Quarterfinal Race 2; Women's Team Pursuit Final; Men's Sprint Quarterfinal Decider; Men's Omnium Points Race 4/4; Men's Sprint Final for Places 5-8,11:00:00,16:05:00
Cycling Track,Carson Velodrome,Carson Zone,CTR06,2028-07-28,Semifinal,Women's Sprint Qualifying; Men's Sprint Semifinal Race 1; Women's Sprint 1/32 Final; Men's Sprint Semifinal Race 2; Women's Sprint 1/32 Final Repechage; Men's Sprint Semifinal Decider,09:00:00,11:20:00
Cycling Track,Carson Velodrome,Carson Zone,CTR07,2028-07-28,Final,Men's Sprint Final Race 1; Women's Madison Final; Men's Sprint Final Race 2; Women's Sprint 1/16 Final; Men's Sprint Final Decider; Women's Sprint 1/16 Final Repechage,13:00:00,15:15:00
Cycling Track,Carson Velodrome,Carson Zone,CTR08,2028-07-29,Final,Women's Sprint 1/8 Final; Men's Keirin First Round; Women's Sprint 1/8 Final Repechage; Men's Madison Final; Women's Sprint Quarterfinal Race 1; Men's Keirin Repechage; Women's Sprint Quarterfinal Race 2; Women's Sprint Quarterfinal Decider; Women's Sprint Final for Places 5-8,11:00:00,14:35:00
Cycling Track,Carson Velodrome,Carson Zone,CTR09,2028-07-30,Final,Women's Omnium Scratch Race 1/4; Women's Sprint Semifinal Race 1; Men's Keirin Quarterfinal; Women's Sprint Semifinal Race 2; Women's Omnium Tempo Race 2/4; Women's Sprint Semifinal Decider; Men's Keirin Semifinal; Women's Sprint Final Race 1; Women's Omnium Elimination Race 3/4; Women's Sprint Final Race 2; Men's Keirin Final 7-12; Men's Keirin Final 1-6; Women's Sprint Final Decider; Women's Omnium Points Race 4/4,08:45:00,12:35:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV01,2028-07-16,Preliminary,Women's 3m Springboard Preliminary,10:00:00,12:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV02,2028-07-17,Semifinal,Women's 3m Springboard Semifinal,10:00:00,12:00:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV03,2028-07-17,Final,Women's 3m Springboard Final,15:30:00,16:45:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV04,2028-07-18,Preliminary,Men's 3m Springboard Preliminary,10:00:00,12:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV05,2028-07-18,Semifinal,Men's 3m Springboard Semifinal,15:30:00,17:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV06,2028-07-19,Final,Men's 3m Springboard Final,15:30:00,16:45:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV07,2028-07-20,Preliminary,Women's 10m Platform Preliminary,10:00:00,12:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV08,2028-07-20,Semifinal,Women's 10m Platform Semifinal,15:30:00,17:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV09,2028-07-21,Preliminary,Men's 10m Platform Preliminary,10:00:00,12:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV10,2028-07-21,Final,Women's 10m Platform Final,15:30:00,16:45:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV11,2028-07-22,Semifinal,Men's 10m Platform Semifinal,10:00:00,12:00:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV12,2028-07-22,Final,Men's 10m Platform Final,15:30:00,16:45:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV13,2028-07-25,Final,Women's Synchronized 3m Springboard Final,11:30:00,12:30:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV14,2028-07-26,Final,Men's Synchronized 3m Springboard Final,14:00:00,15:00:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV15,2028-07-27,Final,Women's Synchronized 10m Platform Final,14:00:00,15:00:00
Diving,Rose Bowl Aquatics Center,Pasadena Zone,DIV16,2028-07-28,Final,Men's Synchronized 10m Platform Final,16:00:00,17:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU01,2028-07-15,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 1",09:00:00,11:30:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU02,2028-07-15,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 2",16:30:00,19:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU03,2028-07-16,Preliminary,"Eventing Dressage Team & Individual - Day 2, Session 1",09:00:00,11:30:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU04,2028-07-17,Preliminary,Eventing Cross Country Team and Individual,08:00:00,11:30:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU05,2028-07-18,Final,Eventing Jumping Team Final; Eventing Jumping Individual Final,16:30:00,22:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU06,2028-07-20,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 1",09:00:00,11:45:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU07,2028-07-20,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 2",16:15:00,19:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU08,2028-07-21,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 1",09:00:00,11:45:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU09,2028-07-21,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 2",16:15:00,19:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU10,2028-07-22,Final,Dressage Grand Prix Special Team Final - Session 1,09:00:00,11:45:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU11,2028-07-22,Final,Dressage Grand Prix Special Team Final - Session 2,16:15:00,19:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU12,2028-07-24,Final,Dressage Grand Prix Freestyle Individual Final,08:30:00,12:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU13,2028-07-25,Preliminary,Jumping Team Qualifier,09:00:00,12:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU14,2028-07-26,Final,Jumping Team Final,09:00:00,11:10:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU15,2028-07-28,Preliminary,Jumping Individual Qualifier,08:00:00,12:00:00
Equestrian,Santa Anita Park,Arcadia Zone,EQU16,2028-07-29,Final,Jumping Individual Final,09:00:00,11:00:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN01,2028-07-15,Quarterfinal,Women's Épée Individual Table of 64; Men's Sabre Individual Table of 64; Women's Épée Individual Table of 32; Men's Sabre Individual Table of 32; Women's Épée Individual Table of 16; Men's Sabre Individual Table of 16; Women's Épée Individual Table of 8; Men's Sabre Individual Table of 8,09:00:00,15:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN02,2028-07-15,Final,Women's Épée Individual Semifinal; Men's Sabre Individual Semifinal; Women's Épée Individual Bronze Medal Bout; Men's Sabre Individual Bronze Medal Bout; Women's Épée Individual Gold Medal Bout; Men's Sabre Individual Gold Medal Bout,18:30:00,22:20:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN03,2028-07-16,Quarterfinal,Men's Épée Individual Table of 64; Women's Foil Individual Table of 64; Men's Épée Individual Table of 32; Women's Foil Individual Table of 32; Men's Épée Individual Table of 16; Women's Foil Individual Table of 16; Men's Épée Individual Table of 8; Women's Foil Individual Table of 8,09:00:00,16:20:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN04,2028-07-16,Final,Men's Épée Individual Semifinal; Women's Foil Individual Semifinal; Men's Épée Individual Bronze Medal Bout; Women's Foil Individual Bronze Medal Bout; Men's Épée Individual Gold Medal Bout; Women's Foil Individual Gold Medal Bout,18:30:00,22:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN05,2028-07-17,Quarterfinal,Women's Sabre Individual Table of 64; Men's Foil Individual Table of 64; Women's Sabre Individual Table of 32; Men's Foil Individual Table of 32; Women's Sabre Individual Table of 16; Men's Foil Individual Table of 16; Women's Sabre Individual Table of 8; Men's Foil Individual Table of 8,09:00:00,16:20:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN06,2028-07-17,Final,Women's Sabre Individual Semifinal; Men's Foil Individual Semifinal; Women's Sabre Individual Bronze Medal Bout; Men's Foil Individual Bronze Medal Bout; Women's Sabre Individual Gold Medal Bout; Men's Foil Individual Gold Medal Bout,18:30:00,22:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN07,2028-07-18,Semifinal,Women's Épée Team Table of 8; Women's Épée Team Classification 5-8; Women's Épée Team Semifinal; Women's Épée Team Placement 7-8; Women's Épée Team Placement 5-6,09:00:00,14:30:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN08,2028-07-18,Final,Women's Épée Team Bronze Medal Match; Women's Épée Team Gold Medal Match,17:30:00,19:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN09,2028-07-19,Semifinal,Men's Sabre Team Table of 8; Men's Sabre Team Classification 5-8; Men's Sabre Team Semifinal; Men's Sabre Team Placement 7-8; Men's Sabre Team Placement 5-6,09:00:00,14:30:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN10,2028-07-19,Final,Men's Sabre Team Bronze Medal Match; Men's Sabre Team Gold Medal Match,17:30:00,19:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN11,2028-07-20,Semifinal,Men's Épée Team Table of 8; Men's Épée Team Classification 5-8; Men's Épée Team Semifinal; Men's Épée Team Placement 7-8; Men's Épée Team Placement 5-6,09:00:00,16:10:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN12,2028-07-20,Final,Men's Épée Team Bronze Medal Match; Men's Épée Team Gold Medal Match,18:30:00,21:40:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN13,2028-07-21,Semifinal,Women's Foil Team Table of 8; Women's Foil Team Classification 5-8; Women's Foil Team Semifinal; Women's Foil Team Placement 7-8; Women's Foil Team Placement 5-6,09:00:00,14:30:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN14,2028-07-21,Final,Women's Foil Team Bronze Medal Match; Women's Foil Team Gold Medal Match,18:30:00,21:20:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN15,2028-07-22,Semifinal,Men's Foil Team Table of 8; Men's Foil Team Classification 5-8; Men's Foil Team Semifinal; Men's Foil Team Placement 7-8; Men's Foil Team Placement 5-6,09:00:00,14:30:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN16,2028-07-22,Final,Men's Foil Team Bronze Medal Match; Men's Foil Team Gold Medal Match,18:30:00,21:20:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN17,2028-07-23,Semifinal,Women's Sabre Team Table of 8; Women's Sabre Team Classification 5-8; Women's Sabre Team Semifinal; Women's Sabre Team Placement 7-8; Women's Sabre Team Placement 5-6,09:00:00,16:10:00
Fencing,LA Convention Center Hall 1,DTLA Zone,FEN18,2028-07-23,Final,Women's Sabre Team Bronze Medal Match; Women's Sabre Team Gold Medal Match,18:30:00,21:40:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB01,2028-07-15,Preliminary,Men's and Women's Preliminaries (3 Games),14:00:00,17:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB02,2028-07-15,Preliminary,Men's and Women's Preliminaries (3 Games),19:00:00,22:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB03,2028-07-16,Preliminary,Men's and Women's Preliminaries (3 Games),14:00:00,17:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB04,2028-07-16,Preliminary,Men's and Women's Preliminaries (3 Games),19:00:00,22:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB05,2028-07-17,Preliminary,Men's and Women's Preliminaries (3 Games),14:00:00,17:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB06,2028-07-17,Preliminary,Men's and Women's Preliminaries (3 Games),19:00:00,22:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB07,2028-07-18,Preliminary,Men's and Women's Preliminaries (3 Games),14:00:00,17:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB08,2028-07-18,Preliminary,Men's and Women's Preliminaries (3 Games),19:00:00,22:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB09,2028-07-19,Preliminary,Men's and Women's Preliminaries (3 Games),14:00:00,17:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB10,2028-07-19,Preliminary,Men's and Women's Preliminaries (3 Games),19:00:00,22:15:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB11,2028-07-20,Semifinal,Men's Semifinal (2 Games),14:00:00,16:10:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB12,2028-07-21,Semifinal,Women's Semifinal (2 Games),13:30:00,15:40:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB13,2028-07-21,Final,Men's Bronze Medal Game; Men's Gold Medal Game,17:30:00,20:40:00
Flag Football,Exposition Park Stadium,Exposition Park Zone,FFB14,2028-07-22,Final,Women's Bronze Medal Game; Women's Gold Medal Game,12:30:00,15:40:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL51,2028-07-24,Semifinal,Men's Semifinal,13:00:00,16:00:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL52,2028-07-24,Semifinal,Men's Semifinal,20:30:00,23:30:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL53,2028-07-25,Semifinal,Women's Semifinal,17:30:00,20:30:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL54,2028-07-25,Semifinal,Women's Semifinal,20:30:00,23:30:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL55,2028-07-27,Bronze,Men's Bronze Medal Match,18:00:00,21:00:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL56,2028-07-28,Bronze,Women's Bronze Medal Match,13:00:00,16:00:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL57,2028-07-28,Final,Men's Gold Medal Match,18:00:00,21:00:00
Football (Soccer),Rose Bowl Stadium,Pasadena Zone,FBL58,2028-07-29,Final,Women's Gold Medal Match,12:30:00,15:30:00
Golf,Riviera Country Club,Riviera Zone,GLF01,2028-07-19,Preliminary,Men's Individual Stroke Play Round 1,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF02,2028-07-20,Preliminary,Men's Individual Stroke Play Round 2,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF03,2028-07-21,Preliminary,Men's Individual Stroke Play Round 3,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF04,2028-07-22,Final,Men's Individual Stroke Play Round 4,09:00:00,18:30:00
Golf,Riviera Country Club,Riviera Zone,GLF05,2028-07-23,Preliminary,Mixed Team Preliminary Round - Four-Ball (Best Ball),10:00:00,16:55:00
Golf,Riviera Country Club,Riviera Zone,GLF06,2028-07-24,Final,Mixed Team Final Round - Foursomes (Alternate Shot),08:00:00,14:00:00
Golf,Riviera Country Club,Riviera Zone,GLF07,2028-07-26,Preliminary,Women's Individual Stroke Play Round 1,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF08,2028-07-27,Preliminary,Women's Individual Stroke Play Round 2,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF09,2028-07-28,Preliminary,Women's Individual Stroke Play Round 3,09:00:00,18:00:00
Golf,Riviera Country Club,Riviera Zone,GLF10,2028-07-29,Final,Women's Individual Stroke Play Round 4,09:00:00,18:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL01,2028-07-12,Preliminary,Men's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL02,2028-07-12,Preliminary,Men's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL03,2028-07-12,Preliminary,Men's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL04,2028-07-13,Preliminary,Women's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL05,2028-07-13,Preliminary,Women's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL06,2028-07-13,Preliminary,Women's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL07,2028-07-15,Preliminary,Men's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL08,2028-07-15,Preliminary,Men's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL09,2028-07-15,Preliminary,Men's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL10,2028-07-16,Preliminary,Women's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL11,2028-07-16,Preliminary,Women's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL12,2028-07-16,Preliminary,Women's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL13,2028-07-17,Preliminary,Men's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL14,2028-07-17,Preliminary,Men's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL15,2028-07-17,Preliminary,Men's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL16,2028-07-18,Preliminary,Women's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL17,2028-07-18,Preliminary,Women's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL18,2028-07-18,Preliminary,Women's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL19,2028-07-19,Preliminary,Men's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL20,2028-07-19,Preliminary,Men's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL21,2028-07-19,Preliminary,Men's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL22,2028-07-20,Preliminary,Women's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL23,2028-07-20,Preliminary,Women's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL24,2028-07-20,Preliminary,Women's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL25,2028-07-21,Preliminary,Men's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL26,2028-07-21,Preliminary,Men's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL27,2028-07-21,Preliminary,Men's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL28,2028-07-22,Preliminary,Women's Preliminary Round (2 Matches),09:00:00,12:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL29,2028-07-22,Preliminary,Women's Preliminary Round (2 Matches),14:00:00,17:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL30,2028-07-22,Preliminary,Women's Preliminary Round (2 Matches),19:00:00,22:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL31,2028-07-23,Quarterfinal,Men's Quarterfinal,09:00:00,11:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL32,2028-07-23,Quarterfinal,Men's Quarterfinal,12:30:00,14:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL33,2028-07-23,Quarterfinal,Men's Quarterfinal,16:00:00,18:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL34,2028-07-23,Quarterfinal,Men's Quarterfinal,19:30:00,21:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL35,2028-07-24,Quarterfinal,Women's Quarterfinal,09:00:00,11:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL36,2028-07-24,Quarterfinal,Women's Quarterfinal,12:30:00,14:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL37,2028-07-24,Quarterfinal,Women's Quarterfinal,16:00:00,18:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL38,2028-07-24,Quarterfinal,Women's Quarterfinal,19:30:00,21:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL39,2028-07-25,Semifinal,Men's Semifinal,09:30:00,11:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL40,2028-07-25,Semifinal,Men's Semifinal,13:00:00,15:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL41,2028-07-26,Semifinal,Women's Semifinal,09:30:00,11:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL42,2028-07-26,Semifinal,Women's Semifinal,13:00:00,15:00:00
Handball,Long Beach Arena,Long Beach Zone,HBL43,2028-07-27,Bronze,Men's Bronze Medal Match,09:30:00,11:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL44,2028-07-27,Final,Men's Gold Medal Match,13:00:00,15:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL45,2028-07-28,Bronze,Women's Bronze Medal Match,09:30:00,11:30:00
Handball,Long Beach Arena,Long Beach Zone,HBL46,2028-07-28,Final,Women's Gold Medal Match,13:00:00,15:30:00
Hockey,Carson Field,Carson Zone,HOC01,2028-07-12,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC02,2028-07-12,Preliminary,Men's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC03,2028-07-13,Preliminary,Women's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC04,2028-07-13,Preliminary,Women's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC05,2028-07-15,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC06,2028-07-15,Preliminary,Women's Pool (2 Matches),17:30:00,22:30:00
Hockey,Carson Field,Carson Zone,HOC07,2028-07-16,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC08,2028-07-16,Preliminary,Men's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC09,2028-07-17,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC10,2028-07-17,Preliminary,Women's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC11,2028-07-18,Preliminary,Women's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC12,2028-07-18,Preliminary,Women's Pool (2 Matches),17:30:00,22:30:00
Hockey,Carson Field,Carson Zone,HOC13,2028-07-19,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC14,2028-07-19,Preliminary,Men's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC15,2028-07-20,Preliminary,Men's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC16,2028-07-20,Preliminary,Women's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC17,2028-07-21,Preliminary,Women's Pool (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC18,2028-07-21,Preliminary,Women's Pool (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC19,2028-07-22,Preliminary,Men's Play-In (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC20,2028-07-22,Preliminary,Men's Play-In (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC21,2028-07-23,Preliminary,Women's Play-In (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC22,2028-07-23,Preliminary,Women's Play-In (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC23,2028-07-24,Quarterfinal,Men's Quarterfinal (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC24,2028-07-24,Quarterfinal,Men's Quarterfinal (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC25,2028-07-25,Quarterfinal,Women's Quarterfinal (2 Matches),09:00:00,14:00:00
Hockey,Carson Field,Carson Zone,HOC26,2028-07-25,Quarterfinal,Women's Quarterfinal (2 Matches),17:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC27,2028-07-26,Semifinal,Men's Semifinal,09:00:00,11:00:00
Hockey,Carson Field,Carson Zone,HOC28,2028-07-26,Semifinal,Men's Semifinal,20:00:00,22:00:00
Hockey,Carson Field,Carson Zone,HOC29,2028-07-27,Semifinal,Women's Semifinal,09:00:00,11:00:00
Hockey,Carson Field,Carson Zone,HOC30,2028-07-27,Semifinal,Women's Semifinal,19:30:00,21:30:00
Hockey,Carson Field,Carson Zone,HOC31,2028-07-28,Bronze,Men's Bronze Medal Match,10:30:00,12:30:00
Hockey,Carson Field,Carson Zone,HOC32,2028-07-28,Final,Men's Gold Medal Match,21:00:00,23:30:00
