sport,venue,zone,session_code,session_date,session_type,session_description,start_time,end_time
Hockey,Carson Field,Carson Zone,HOC33,2028-07-29,Bronze,Women's Bronze Medal Match,10:30:00,12:30:00
Hockey,Carson Field,Carson Zone,HOC34,2028-07-29,Final,Women's Gold Medal Match,21:00:00,23:30:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD01,2028-07-15,Preliminary,Women's -48kg Elimination Rounds; Men's -60kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD02,2028-07-15,Final,Women's -48kg Repechage Contests; Women's -48kg Semifinal Contests; Men's -60kg Repechage Contests; Men's -60kg Semifinal Contests; Women's -48kg Bronze Contests; Women's -48kg Final; Men's -60kg Bronze Contests; Men's -60kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD03,2028-07-16,Preliminary,Men's -66kg Elimination Rounds; Women's -52kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD04,2028-07-16,Final,Men's -66kg Repechage Contests; Men's -66kg Semifinal Contests; Women's -52kg Repechage Contests; Women's -52kg Semifinal Contests; Men's -66kg Bronze Contests; Men's -66kg Final; Women's -52kg Bronze Contests; Women's -52kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD05,2028-07-17,Preliminary,Women's -57kg Elimination Rounds; Men's -73kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD06,2028-07-17,Final,Women's -57kg Repechage Contests; Women's -57kg Semifinal Contests; Men's -73kg Repechage Contests; Men's -73kg Semifinal Contests; Women's -57kg Bronze Contests; Women's -57kg Final; Men's -73kg Bronze Contests; Men's -73kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD07,2028-07-18,Preliminary,Men's -81kg Elimination Rounds; Women's -63kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD08,2028-07-18,Final,Men's -81kg Repechage Contests; Men's -81kg Semifinal Contests; Women's -63kg Repechage Contests; Women's -63kg Semifinal Contests; Men's -81kg Bronze Contests; Men's -81kg Final; Women's -63kg Bronze Contests; Women's -63kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD09,2028-07-19,Preliminary,Women's -70kg Elimination Rounds; Men's -90kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD10,2028-07-19,Final,Women's -70kg Repechage Contests; Women's -70kg Semifinal Contests; Men's -90kg Repechage Contests; Men's -90kg Semifinal Contests; Women's -70kg Bronze Contests; Women's -70kg Final; Men's -90kg Bronze Contests; Men's -90kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD11,2028-07-20,Preliminary,Men's -100kg Elimination Rounds; Women's -78kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD12,2028-07-20,Final,Men's -100kg Repechage Contests; Men's -100kg Semifinal Contests; Women's -78kg Repechage Contests; Women's -78kg Semifinal Contests; Men's -100kg Bronze Contests; Men's -100kg Final; Women's -78kg Bronze Contests; Women's -78kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD13,2028-07-21,Preliminary,Women's +78kg Elimination Rounds; Men's +100kg Elimination Rounds,10:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD14,2028-07-21,Final,Women's +78kg Repechage Contests; Women's +78kg Semifinal Contests; Men's +100kg Repechage Contests; Men's +100kg Semifinal Contests; Women's +78kg Bronze Contests; Women's +78kg Final; Men's +100kg Bronze Contests; Men's +100kg Final,16:00:00,19:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD15,2028-07-22,Semifinal,Mixed Team Elimination Round; Mixed Team Repechage Contests; Mixed Team Semifinal Contests,08:00:00,14:00:00
Judo,LA Convention Center Hall 2,DTLA Zone,JUD16,2028-07-22,Final,Mixed Team Bronze Contests; Mixed Team Final,16:00:00,19:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC01,2028-07-24,Preliminary,Men's Qualifying Round (3 Games),11:30:00,15:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC02,2028-07-24,Preliminary,Women's Qualifying Round (3 Games),18:30:00,22:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC03,2028-07-25,Preliminary,Men's Qualifying Round (3 Games),11:30:00,15:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC04,2028-07-25,Preliminary,Women's Qualifying Round (3 Games),18:30:00,22:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC05,2028-07-26,Preliminary,Men's Qualifying Round (3 Games),11:30:00,15:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC06,2028-07-26,Preliminary,Women's Qualifying Round (3 Games),18:30:00,22:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC07,2028-07-27,Preliminary,Men's Qualifying Round (3 Games),11:30:00,15:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC08,2028-07-27,Preliminary,Women's Qualifying Round (3 Games),18:30:00,22:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC09,2028-07-28,Preliminary,Men's Qualifying Round (3 Games),11:30:00,15:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC10,2028-07-28,Preliminary,Women's Qualifying Round (3 Games),18:30:00,22:00:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC11,2028-07-29,Final,Men's Bronze Medal Game; Men's Gold Medal Game,13:30:00,16:15:00
Lacrosse,Exposition Park Stadium,Exposition Park Zone,LAC12,2028-07-29,Final,Women's Bronze Medal Game; Women's Gold Medal Game,20:30:00,23:15:00
Modern Pentathlon,Valley Complex 2,Valley Zone,MPN01,2028-07-15,Semifinal,Women's Individual Semifinal,09:00:00,13:30:00
Modern Pentathlon,Valley Complex 2,Valley Zone,MPN02,2028-07-16,Semifinal,Men's Individual Semifinal,09:00:00,13:30:00
Modern Pentathlon,Valley Complex 2,Valley Zone,MPN03,2028-07-17,Final,Women's Individual Final,09:00:00,11:00:00
Modern Pentathlon,Valley Complex 2,Valley Zone,MPN04,2028-07-18,Final,Men's Individual Final,09:00:00,11:00:00
Open Water Swimming,Belmont Shore,Long Beach Zone,OWS01,2028-07-17,Final,Women's 10km,13:30:00,16:30:00
Open Water Swimming,Belmont Shore,Long Beach Zone,OWS02,2028-07-18,Final,Men's 10km,13:30:00,16:30:00
Rhythmic Gymnastics,Galen Center,Exposition Park Zone,GRY01,2028-07-27,Preliminary,Individual All-Around Qualification - 1 of 2,12:30:00,15:45:00
Rhythmic Gymnastics,Galen Center,Exposition Park Zone,GRY02,2028-07-27,Preliminary,Individual All-Around Qualification - 2 of 2,17:30:00,20:45:00
Rhythmic Gymnastics,Galen Center,Exposition Park Zone,GRY03,2028-07-28,Preliminary,Group All-Around Qualification,13:00:00,15:45:00
Rhythmic Gymnastics,Galen Center,Exposition Park Zone,GRY04,2028-07-28,Final,Individual All-Around Final,18:00:00,20:45:00
Rhythmic Gymnastics,Galen Center,Exposition Park Zone,GRY05,2028-07-29,Final,Group All-Around Final,13:00:00,14:45:00
Rowing,Marine Stadium,Long Beach Zone,ROW01,2028-07-15,Preliminary,Women's Single Sculls Heats; Men's Double Sculls Heats; Men's Pair Heats,12:00:00,13:50:00
Rowing,Marine Stadium,Long Beach Zone,ROW02,2028-07-16,Preliminary,Men's Single Sculls Heats; Women's Double Sculls Heats; Women's Pair Heats; Men's Double Sculls Semifinal; Men's Pair Semifinal,12:00:00,14:30:00
Rowing,Marine Stadium,Long Beach Zone,ROW03,2028-07-17,Final,Women's Single Sculls Quarterfinal; Women's Double Sculls Semifinal; Women's Pair Semifinal; Men's Double Sculls Final C; Men's Pair Final C; Men's Double Sculls Final B; Men's Pair Final B; Men's Double Sculls Final A; Men's Pair Final A,12:30:00,15:10:00
Rowing,Marine Stadium,Long Beach Zone,ROW04,2028-07-18,Final,Men's Quadruple Sculls Heats; Men's Four Heats; Men's Single Sculls Quarterfinal; Women's Double Sculls Final C; Women's Pair Final C; Women's Double Sculls Final B; Women's Pair Final B; Women's Double Sculls Final A; Women's Pair Final A,13:30:00,16:00:00
Rowing,Marine Stadium,Long Beach Zone,ROW05,2028-07-19,Final,Women's Quadruple Sculls Heats; Women's Four Heats; Women's Single Sculls Semifinal; Women's Single Sculls Final E; Women's Single Sculls Final F; Men's Quadruple Sculls Final B; Men's Four Final B; Men's Quadruple Sculls Final A; Men's Four Final A,08:00:00,10:10:00
Rowing,Marine Stadium,Long Beach Zone,ROW06,2028-07-20,Final,Men's Eight Heats; Men's Single Sculls Semifinal; Men's Single Sculls Final E; Men's Single Sculls Final F; Women's Quadruple Sculls Final B; Women's Four Final B; Women's Quadruple Sculls Final A; Women's Four Final A,09:00:00,11:00:00
Rowing,Marine Stadium,Long Beach Zone,ROW07,2028-07-21,Final,Women's Eight Heats; Women's Single Sculls Final D; Women's Single Sculls Final C; Women's Single Sculls Final B; Men's Eight Final B; Women's Single Sculls Final A; Men's Eight Final A,10:00:00,11:30:00
Rowing,Marine Stadium,Long Beach Zone,ROW08,2028-07-22,Final,Men's Single Sculls Final D; Men's Single Sculls Final C; Men's Single Sculls Final B; Women's Eight Final B; Men's Single Sculls Final A; Women's Eight Final A,10:30:00,11:50:00
Rowing Coastal Beach Sprints,Belmont Shore,Long Beach Zone,RCB01,2028-07-24,Preliminary,Women's Solo Time Trial 1; Men's Solo Time Trial 1; Women's Solo Time Trial 2; Men's Solo Time Trial 2; Women's Solo Last 16; Men's Solo Last 16,08:30:00,12:15:00
Rowing Coastal Beach Sprints,Belmont Shore,Long Beach Zone,RCB02,2028-07-24,Final,Women's Solo Final 8; Men's Solo Final 8,14:30:00,16:50:00
Rowing Coastal Beach Sprints,Belmont Shore,Long Beach Zone,RCB03,2028-07-25,Preliminary,Mixed Double Sculls Time Trial 1; Mixed Double Sculls Time Trial 2; Mixed Double Sculls Last 16,10:00:00,11:50:00
Rowing Coastal Beach Sprints,Belmont Shore,Long Beach Zone,RCB04,2028-07-25,Final,Mixed Double Sculls Final 8,14:00:00,15:20:00
Rugby Sevens,Carson Stadium,Carson Zone,RU701,2028-07-12,Preliminary,Women's Pool Play (6 Matches),10:00:00,13:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU702,2028-07-12,Preliminary,Women's Pool Play (6 Matches),16:00:00,19:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU703,2028-07-13,Preliminary,Women's Pool Play (6 Matches),10:00:00,13:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU704,2028-07-13,Quarterfinal,Women's Classification 9-12 (2 Matches); Women's Quarterfinal (4 Matches),16:00:00,19:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU705,2028-07-15,Semifinal,Women's Classification 5-8; Women's Placing 11-12; Women's Placing 9-10; Women's Semifinal (2 Matches),13:00:00,16:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU706,2028-07-15,Final,Women's Placing 7-8; Women's Placing 5-6; Women's Bronze Medal Match; Women's Gold Medal Match,19:00:00,21:30:00
Rugby Sevens,Carson Stadium,Carson Zone,RU707,2028-07-16,Preliminary,Men's Pool Play (6 Matches),10:00:00,13:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU708,2028-07-16,Preliminary,Men's Pool Play (6 Matches),16:00:00,19:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU709,2028-07-17,Preliminary,Men's Pool Play (6 Matches),10:00:00,13:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU710,2028-07-17,Quarterfinal,Men's Classification 9-12 (2 Matches); Men's Quarterfinal (4 Matches),16:00:00,19:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU711,2028-07-18,Semifinal,Men's Classification 5-8; Men's Placing 11-12; Men's Placing 9-10; Men's Semifinal (2 Matches),13:00:00,16:00:00
Rugby Sevens,Carson Stadium,Carson Zone,RU712,2028-07-18,Final,Men's Placing 7-8; Men's Placing 5-6; Men's Bronze Medal Match; Men's Gold Medal Match,19:00:00,21:30:00
Sailing (Windsurfing & Kite),Belmont Shore,Long Beach Zone,SAL01,2028-07-16,Preliminary,Men's Kite Qualification Series - Day 1; Women's Kite Qualification Series - Day 1,14:00:00,20:00:00
Sailing (Windsurfing & Kite),Belmont Shore,Long Beach Zone,SAL02,2028-07-17,Preliminary,Men's Windsurfing Qualification Series - Day 1; Women's Windsurfing Qualification Series - Day 1; Men's Kite Qualification Series - Day 2; Women's Kite Qualification Series - Day 2,14:00:00,20:00:00
Sailing (Windsurfing & Kite),Belmont Shore,Long Beach Zone,SAL03,2028-07-18,Preliminary,Men's Windsurfing Qualification Series - Day 2; Women's Windsurfing Qualification Series - Day 2; Men's Kite Qualification Series - Day 3; Women's Kite Qualification Series - Day 3,14:00:00,20:00:00
Sailing (Windsurfing & Kite),Belmont Shore,Long Beach Zone,SAL04,2028-07-19,Final,Men's Windsurfing Qualification Series - Day 3; Women's Windsurfing Qualification Series - Day 3; Men's Kite Finals; Women's Kite Finals,14:00:00,20:00:00
Sailing (Windsurfing & Kite),Belmont Shore,Long Beach Zone,SAL05,2028-07-20,Final,Men's Windsurfing Finals; Women's Windsurfing Finals,14:00:00,17:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL06,2028-07-23,Preliminary,Men's Dinghy Qualification Series - Day 1; Women's Dinghy Qualification Series - Day 1,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL07,2028-07-24,Preliminary,Men's Dinghy Qualification Series - Day 2; Women's Dinghy Qualification Series - Day 2; Mixed Dinghy Qualification Series - Day 1; Mixed Multihull Qualification Series - Day 1,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL08,2028-07-25,Preliminary,Men's Dinghy Qualification Series - Day 3; Women's Dinghy Qualification Series - Day 3; Men's Skiff Qualification Series - Day 1; Women's Skiff Qualification Series - Day 1; Mixed Dinghy Qualification Series - Day 2; Mixed Multihull Qualification Series - Day 2,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL09,2028-07-26,Final,Men's Dinghy Finals; Women's Dinghy Finals; Men's Skiff Qualification Series - Day 2; Women's Skiff Qualification Series - Day 2; Mixed Dinghy Qualification Series - Day 3; Mixed Multihull Qualification Series - Day 3,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL10,2028-07-27,Final,Men's Skiff Qualification Series - Day 3; Women's Skiff Qualification Series - Day 3; Mixed Dinghy Finals; Mixed Multihull Finals,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,Port of Los Angeles Zone,SAL11,2028-07-28,Final,Men's Skiff Finals; Women's Skiff Finals,14:00:00,17:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO01,2028-07-15,Final,Women's 10m Air Rifle Qualification; Men's 10m Air Rifle Qualification; Women's 10m Air Rifle Final; Men's 10m Air Rifle Final,13:45:00,21:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO02,2028-07-16,Final,Men's 10m Air Pistol Qualification; Women's 10m Air Pistol Qualification; Men's 10m Air Pistol Final; Women's 10m Air Pistol Final,13:45:00,21:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO03,2028-07-17,Final,Mixed Team 10m Air Rifle Qualification; Mixed Team 10m Air Pistol Qualification; Mixed Team 10m Air Rifle Final; Mixed Team 10m Air Pistol Final,09:40:00,15:30:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,Whittier Narrows Zone,SHO04,2028-07-17,Preliminary,Men's Skeet Qualification - Day 1; Women's Skeet Qualification - Day 1,09:45:00,14:45:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,Whittier Narrows Zone,SHO05,2028-07-18,Final,Women's Skeet Qualification - Day 2; Men's Skeet Qualification - Day 2; Women's Skeet Final; Men's Skeet Final,09:45:00,17:15:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO06,2028-07-19,Final,Men's 50m Rifle 3 Positions Qualification; Men's 50m Rifle 3 Positions Final,09:30:00,13:30:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO07,2028-07-20,Final,Women's 50m Rifle 3 Positions Qualification; Women's 50m Rifle 3 Positions Final,09:30:00,13:30:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,Whittier Narrows Zone,SHO08,2028-07-21,Preliminary,Women's Trap Qualification - Day 1; Men's Trap Qualification - Day 1,09:45:00,14:45:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO09,2028-07-22,Preliminary,Women's 25m Pistol Qualification Precision Stage,09:30:00,12:00:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,Whittier Narrows Zone,SHO10,2028-07-22,Final,Women's Trap Qualification - Day 2; Men's Trap Qualification - Day 2; Women's Trap Final; Men's Trap Final,09:45:00,17:15:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO11,2028-07-23,Final,Women's 25m Pistol Qualification Rapid Fire Stage; Women's 25m Pistol Final,09:30:00,14:00:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,Whittier Narrows Zone,SHO12,2028-07-24,Final,Mixed Team Trap Qualification; Mixed Team Trap Final,09:45:00,16:45:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO13,2028-07-24,Preliminary,Men's 25m Rapid Fire Pistol Stage 1,14:30:00,19:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,Long Beach Zone,SHO14,2028-07-25,Final,Men's 25m Rapid Fire Pistol Stage 2; Men's 25m Rapid Fire Pistol Final,14:30:00,21:15:00
Skateboarding (Street),Valley Complex 1,Valley Zone,SKB01,2028-07-18,Preliminary,Women's Street Preliminary,17:00:00,20:10:00
Skateboarding (Street),Valley Complex 1,Valley Zone,SKB02,2028-07-19,Preliminary,Men's Street Preliminary,10:30:00,13:40:00
Skateboarding (Street),Valley Complex 1,Valley Zone,SKB03,2028-07-19,Final,Women's Street Final,20:30:00,22:00:00
Skateboarding (Street),Valley Complex 1,Valley Zone,SKB04,2028-07-20,Final,Men's Street Final,20:30:00,22:00:00
Skateboarding (Park),Valley Complex 2,Valley Zone,SKB05,2028-07-25,Preliminary,Men's Park Preliminary,10:30:00,13:30:00
Skateboarding (Park),Valley Complex 2,Valley Zone,SKB06,2028-07-25,Preliminary,Women's Park Preliminary,20:00:00,23:00:00
Skateboarding (Park),Valley Complex 2,Valley Zone,SKB07,2028-07-26,Final,Men's Park Final,20:00:00,21:15:00
Skateboarding (Park),Valley Complex 2,Valley Zone,SKB08,2028-07-27,Final,Women's Park Final,20:00:00,21:15:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB01,2028-07-24,Semifinal,Men's Boulder Semifinal,09:30:00,11:40:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB02,2028-07-24,Preliminary,Men's Speed Qualification; Women's Speed Qualification,13:45:00,15:25:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB03,2028-07-25,Semifinal,Women's Boulder Semifinal,09:15:00,11:25:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB04,2028-07-25,Semifinal,Men's Lead Semifinal,18:45:00,20:00:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB05,2028-07-26,Final,Men's Speed Quarterfinal; Women's Speed Quarterfinal; Men's Speed Semifinal; Women's Speed Semifinal; Men's Speed Final; Women's Speed Final,09:00:00,10:30:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB06,2028-07-26,Semifinal,Women's Lead Semifinal,18:45:00,20:00:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB07,2028-07-27,Final,Men's Boulder Final,09:00:00,10:55:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB08,2028-07-28,Final,Women's Boulder Final,09:00:00,10:55:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB09,2028-07-28,Final,Men's Lead Final,13:45:00,15:00:00
Sport Climbing,Long Beach Climbing Theater,Long Beach Zone,CLB10,2028-07-29,Final,Women's Lead Final,09:30:00,10:45:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU01,2028-07-15,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU02,2028-07-16,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU03,2028-07-17,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU04,2028-07-18,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU05,2028-07-19,Quarterfinal,Men's and Women's Quarterfinal (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU06,2028-07-20,Quarterfinal,Men's and Women's Quarterfinal (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU07,2028-07-21,Semifinal,Women's Semifinal (2 Matches),20:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU08,2028-07-22,Semifinal,Men's Semifinal (2 Matches),20:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU09,2028-07-23,Final,Women's Bronze Medal Match; Women's Gold Medal Match,20:30:00,23:30:00
Squash,Comcast Squash Center at Universal Studios,Universal City Zone,SQU10,2028-07-24,Final,Men's Bronze Medal Match; Men's Gold Medal Match,20:30:00,23:30:00
Surfing,Trestles State Beach,Trestles Beach Zone,SRF01,2028-07-15,Preliminary,Men's Round 1; Women's Round 1,07:00:00,16:30:00
Surfing,Trestles State Beach,Trestles Beach Zone,SRF02,2028-07-16,Preliminary,Men's Round 2; Women's Round 2,07:00:00,16:30:00
Surfing,Trestles State Beach,Trestles Beach Zone,SRF03,2028-07-17,Preliminary,Men's Round 3; Women's Round 3,07:00:00,16:30:00
Surfing,Trestles State Beach,Trestles Beach Zone,SRF04,2028-07-18,Final,Men's Quarterfinal; Women's Quarterfinal; Men's Semifinal; Women's Semifinal; Men's Bronze Medal Match; Women's Bronze Medal Match; Men's Gold Medal Match; Women's Gold Medal Match,07:00:00,17:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM01,2028-07-22,Preliminary,Women's 100m Butterfly Heats; Men's 400m Freestyle Heats; Men's 50m Butterfly Heats; Women's 50m Backstroke Heats; Men's 100m Breaststroke Heats; Women's 400m Freestyle Heats; Women's 4x100m Freestyle Relay Heats; Men's 4x100m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM02,2028-07-22,Final,Men's 400m Freestyle Final; Women's 100m Butterfly Semifinal; Men's 50m Butterfly Semifinal; Women's 400m Freestyle Final; Men's 100m Breaststroke Semifinal; Women's 50m Backstroke Semifinal; Men's 4x100m Freestyle Relay Final; Women's 4x100m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM03,2028-07-23,Preliminary,Women's 100m Breaststroke Heats; Men's 100m Backstroke Heats; Women's 100m Freestyle Heats; Men's 400m Individual Medley Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM04,2028-07-23,Final,Women's 100m Butterfly Final; Men's 50m Butterfly Final; Women's 100m Breaststroke Semifinal; Men's 400m Individual Medley Final; Men's 100m Backstroke Semifinal; Women's 100m Freestyle Semifinal; Men's 100m Breaststroke Final; Women's 50m Backstroke Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM05,2028-07-24,Preliminary,Women's 400m Individual Medley Heats; Men's 200m Freestyle Heats; Women's 100m Backstroke Heats; Men's 50m Breaststroke Heats; Men's 200m Butterfly Heats; Men's 1500m Freestyle Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM06,2028-07-24,Final,Women's 100m Freestyle Final; Men's 200m Freestyle Semifinal; Women's 100m Backstroke Semifinal; Men's 100m Backstroke Final; Women's 100m Breaststroke Final; Men's 50m Breaststroke Semifinal; Men's 200m Butterfly Semifinal; Women's 400m Individual Medley Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM07,2028-07-25,Preliminary,Women's 200m Freestyle Heats; Men's 50m Freestyle Heats; Women's 200m Breaststroke Heats; Women's 1500m Freestyle Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM08,2028-07-25,Final,Women's 200m Breaststroke Semifinal; Men's 200m Freestyle Final; Men's 50m Breaststroke Final; Men's 1500m Freestyle Final; Women's 200m Freestyle Semifinal; Men's 200m Butterfly Final; Men's 50m Freestyle Semifinal; Women's 100m Backstroke Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM09,2028-07-26,Preliminary,Men's 200m Individual Medley Heats; Women's 50m Butterfly Heats; Men's 200m Backstroke Heats; Men's 4x200m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM10,2028-07-26,Final,Men's 200m Individual Medley Semifinal; Women's 200m Freestyle Final; Men's 50m Freestyle Final; Women's 50m Butterfly Semifinal; Women's 200m Breaststroke Final; Men's 200m Backstroke Semifinal; Women's 1500m Freestyle Final; Men's 4x200m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM11,2028-07-27,Preliminary,Women's 200m Individual Medley Heats; Men's 200m Breaststroke Heats; Men's 100m Freestyle Heats; Women's 200m Backstroke Heats; Women's 4x200m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM12,2028-07-27,Final,Women's 200m Individual Medley Semifinal; Men's 200m Backstroke Final; Men's 200m Breaststroke Semifinal; Women's 50m Butterfly Final; Men's 100m Freestyle Semifinal; Women's 200m Backstroke Semifinal; Men's 200m Individual Medley Final; Women's 4x200m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM13,2028-07-28,Preliminary,Men's 100m Butterfly Heats; Men's 50m Backstroke Heats; Women's 50m Breaststroke Heats; Men's 800m Freestyle Heats; 4x100m Mixed Medley Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,Inglewood Zone,SWM14,2028-07-28,Final,Men's 100m Butterfly Semifinal; Women's 200m Backstroke Final; Men's 200m Breaststroke Final; Women's 50m Breaststroke Semifinal; Men's 50m Backstroke Semifinal; Women's 200m Individual Medley Final; Men's 100m Freestyle Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM15,2028-07-29,Preliminary,Women's 50m Freestyle Heats; Women's 200m Butterfly Heats; Women's 800m Freestyle Heats; Men's 4x100m Medley Relay Heats; Women's 4x100m Medley Relay Heats,09:30:00,11:30:00
