sport,venue,session_code,session_date,session_type,session_description,start_time,end_time
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL10,2028-07-27,Final,Men's Skiff Qualification Series - Day 3; Women's Skiff Qualification Series - Day 3; Mixed Dinghy Finals; Mixed Multihull Finals,14:00:00,20:00:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL11,2028-07-28,Final,Men's Skiff Finals; Women's Skiff Finals,14:00:00,17:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO01,2028-07-15,Final,Women's 10m Air Rifle Qualification; Men's 10m Air Rifle Qualification; Women's 10m Air Rifle Final; Men's 10m Air Rifle Final,13:45:00,21:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO02,2028-07-16,Final,Men's 10m Air Pistol Qualification; Women's 10m Air Pistol Qualification; Men's 10m Air Pistol Final; Women's 10m Air Pistol Final,13:45:00,21:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO03,2028-07-17,Final,Mixed Team 10m Air Rifle Qualification; Mixed Team 10m Air Pistol Qualification; Mixed Team 10m Air Rifle Final; Mixed Team 10m Air Pistol Final,09:40:00,15:30:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,SHO04,2028-07-17,Preliminary,Men's Skeet Qualification - Day 1; Women's Skeet Qualification - Day 1,09:45:00,14:45:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,SHO05,2028-07-18,Final,Women's Skeet Qualification - Day 2; Men's Skeet Qualification - Day 2; Women's Skeet Final; Men's Skeet Final,09:45:00,17:15:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO06,2028-07-19,Final,Men's 50m Rifle 3 Positions Qualification; Men's 50m Rifle 3 Positions Final,09:30:00,13:30:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO07,2028-07-20,Final,Women's 50m Rifle 3 Positions Qualification; Women's 50m Rifle 3 Positions Final,09:30:00,13:30:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,SHO08,2028-07-21,Preliminary,Women's Trap Qualification - Day 1; Men's Trap Qualification - Day 1,09:45:00,14:45:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO09,2028-07-22,Preliminary,Women's 25m Pistol Qualification Precision Stage,09:30:00,12:00:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,SHO10,2028-07-22,Final,Women's Trap Qualification - Day 2; Men's Trap Qualification - Day 2; Women's Trap Final; Men's Trap Final,09:45:00,17:15:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO11,2028-07-23,Final,Women's 25m Pistol Qualification Rapid Fire Stage; Women's 25m Pistol Final,09:30:00,14:00:00
Shooting (Shotgun),Whittier Narrows Clay Shooting Center,SHO12,2028-07-24,Final,Mixed Team Trap Qualification; Mixed Team Trap Final,09:45:00,16:45:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO13,2028-07-24,Preliminary,Men's 25m Rapid Fire Pistol Stage 1,14:30:00,19:00:00
Shooting (Rifle & Pistol),Long Beach Target Shooting Hall,SHO14,2028-07-25,Final,Men's 25m Rapid Fire Pistol Stage 2; Men's 25m Rapid Fire Pistol Final,14:30:00,21:15:00
Skateboarding (Street),Valley Complex 1,SKB01,2028-07-18,Preliminary,Women's Street Preliminary,17:00:00,20:10:00
Skateboarding (Street),Valley Complex 1,SKB02,2028-07-19,Preliminary,Men's Street Preliminary,10:30:00,13:40:00
Skateboarding (Street),Valley Complex 1,SKB03,2028-07-19,Final,Women's Street Final,20:30:00,22:00:00
Skateboarding (Street),Valley Complex 1,SKB04,2028-07-20,Final,Men's Street Final,20:30:00,22:00:00
Skateboarding (Park),Valley Complex 2,SKB05,2028-07-25,Preliminary,Men's Park Preliminary,10:30:00,13:30:00
Skateboarding (Park),Valley Complex 2,SKB06,2028-07-25,Preliminary,Women's Park Preliminary,20:00:00,23:00:00
Skateboarding (Park),Valley Complex 2,SKB07,2028-07-26,Final,Men's Park Final,20:00:00,21:15:00
Skateboarding (Park),Valley Complex 2,SKB08,2028-07-27,Final,Women's Park Final,20:00:00,21:15:00
Sport Climbing,Long Beach Climbing Theater,CLB01,2028-07-24,Semifinal,Men's Boulder Semifinal,09:30:00,11:40:00
Sport Climbing,Long Beach Climbing Theater,CLB02,2028-07-24,Preliminary,Men's Speed Qualification; Women's Speed Qualification,13:45:00,15:25:00
Sport Climbing,Long Beach Climbing Theater,CLB03,2028-07-25,Semifinal,Women's Boulder Semifinal,09:15:00,11:25:00
Sport Climbing,Long Beach Climbing Theater,CLB04,2028-07-25,Semifinal,Men's Lead Semifinal,18:45:00,20:00:00
Sport Climbing,Long Beach Climbing Theater,CLB05,2028-07-26,Final,Men's Speed Quarterfinal; Women's Speed Quarterfinal; Men's Speed Semifinal; Women's Speed Semifinal; Men's Speed Final; Women's Speed Final,09:00:00,10:30:00
Sport Climbing,Long Beach Climbing Theater,CLB06,2028-07-26,Semifinal,Women's Lead Semifinal,18:45:00,20:00:00
Sport Climbing,Long Beach Climbing Theater,CLB07,2028-07-27,Final,Men's Boulder Final,09:00:00,10:55:00
Sport Climbing,Long Beach Climbing Theater,CLB08,2028-07-28,Final,Women's Boulder Final,09:00:00,10:55:00
Sport Climbing,Long Beach Climbing Theater,CLB09,2028-07-28,Final,Men's Lead Final,13:45:00,15:00:00
Sport Climbing,Long Beach Climbing Theater,CLB10,2028-07-29,Final,Women's Lead Final,09:30:00,10:45:00
Squash,Comcast Squash Center at Universal Studios,SQU01,2028-07-15,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU02,2028-07-16,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU03,2028-07-17,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU04,2028-07-18,Preliminary,Men's and Women's Round of 16 (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU05,2028-07-19,Quarterfinal,Men's and Women's Quarterfinal (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU06,2028-07-20,Quarterfinal,Men's and Women's Quarterfinal (4 Matches),19:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU07,2028-07-21,Semifinal,Women's Semifinal (2 Matches),20:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU08,2028-07-22,Semifinal,Men's Semifinal (2 Matches),20:30:00,23:15:00
Squash,Comcast Squash Center at Universal Studios,SQU09,2028-07-23,Final,Women's Bronze Medal Match; Women's Gold Medal Match,20:30:00,23:30:00
Squash,Comcast Squash Center at Universal Studios,SQU10,2028-07-24,Final,Men's Bronze Medal Match; Men's Gold Medal Match,20:30:00,23:30:00
Surfing,Trestles State Beach,SRF01,2028-07-15,Preliminary,Men's Round 1; Women's Round 1,07:00:00,16:30:00
Surfing,Trestles State Beach,SRF02,2028-07-16,Preliminary,Men's Round 2; Women's Round 2,07:00:00,16:30:00
Surfing,Trestles State Beach,SRF03,2028-07-17,Preliminary,Men's Round 3; Women's Round 3,07:00:00,16:30:00
Surfing,Trestles State Beach,SRF04,2028-07-18,Final,Men's Quarterfinal; Women's Quarterfinal; Men's Semifinal; Women's Semifinal; Men's Bronze Medal Match; Women's Bronze Medal Match; Men's Gold Medal Match; Women's Gold Medal Match,07:00:00,17:30:00
Swimming,2028 Stadium,SWM01,2028-07-22,Preliminary,Women's 100m Butterfly Heats; Men's 400m Freestyle Heats; Men's 50m Butterfly Heats; Women's 50m Backstroke Heats; Men's 100m Breaststroke Heats; Women's 400m Freestyle Heats; Women's 4x100m Freestyle Relay Heats; Men's 4x100m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM02,2028-07-22,Final,Men's 400m Freestyle Final; Women's 100m Butterfly Semifinal; Men's 50m Butterfly Semifinal; Women's 400m Freestyle Final; Men's 100m Breaststroke Semifinal; Women's 50m Backstroke Semifinal; Men's 4x100m Freestyle Relay Final; Women's 4x100m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM03,2028-07-23,Preliminary,Women's 100m Breaststroke Heats; Men's 100m Backstroke Heats; Women's 100m Freestyle Heats; Men's 400m Individual Medley Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM04,2028-07-23,Final,Women's 100m Butterfly Final; Men's 50m Butterfly Final; Women's 100m Breaststroke Semifinal; Men's 400m Individual Medley Final; Men's 100m Backstroke Semifinal; Women's 100m Freestyle Semifinal; Men's 100m Breaststroke Final; Women's 50m Backstroke Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM05,2028-07-24,Preliminary,Women's 400m Individual Medley Heats; Men's 200m Freestyle Heats; Women's 100m Backstroke Heats; Men's 50m Breaststroke Heats; Men's 200m Butterfly Heats; Men's 1500m Freestyle Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM06,2028-07-24,Final,Women's 100m Freestyle Final; Men's 200m Freestyle Semifinal; Women's 100m Backstroke Semifinal; Men's 100m Backstroke Final; Women's 100m Breaststroke Final; Men's 50m Breaststroke Semifinal; Men's 200m Butterfly Semifinal; Women's 400m Individual Medley Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM07,2028-07-25,Preliminary,Women's 200m Freestyle Heats; Men's 50m Freestyle Heats; Women's 200m Breaststroke Heats; Women's 1500m Freestyle Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM08,2028-07-25,Final,Women's 200m Breaststroke Semifinal; Men's 200m Freestyle Final; Men's 50m Breaststroke Final; Men's 1500m Freestyle Final; Women's 200m Freestyle Semifinal; Men's 200m Butterfly Final; Men's 50m Freestyle Semifinal; Women's 100m Backstroke Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM09,2028-07-26,Preliminary,Men's 200m Individual Medley Heats; Women's 50m Butterfly Heats; Men's 200m Backstroke Heats; Men's 4x200m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM10,2028-07-26,Final,Men's 200m Backstroke Semifinal; Women's 200m Freestyle Final; Men's 50m Freestyle Final; Women's 50m Butterfly Semifinal; Women's 200m Breaststroke Final; Women's 1500m Freestyle Final; Men's 200m Individual Medley Semifinal; Men's 4x200m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM11,2028-07-27,Preliminary,Women's 200m Individual Medley Heats; Men's 200m Breaststroke Heats; Men's 100m Freestyle Heats; Women's 200m Backstroke Heats; Women's 4x200m Freestyle Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM12,2028-07-27,Final,Women's 200m Individual Medley Semifinal; Men's 200m Backstroke Final; Men's 200m Breaststroke Semifinal; Women's 50m Butterfly Final; Men's 100m Freestyle Semifinal; Women's 200m Backstroke Semifinal; Men's 200m Individual Medley Final; Women's 4x200m Freestyle Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM13,2028-07-28,Preliminary,Men's 100m Butterfly Heats; Men's 50m Backstroke Heats; Women's 50m Breaststroke Heats; Men's 800m Freestyle Heats; 4x100m Mixed Medley Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM14,2028-07-28,Final,Men's 100m Butterfly Semifinal; Women's 200m Backstroke Final; Men's 200m Breaststroke Final; Women's 50m Breaststroke Semifinal; Men's 50m Backstroke Semifinal; Women's 200m Individual Medley Final; Men's 100m Freestyle Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM15,2028-07-29,Preliminary,Women's 50m Freestyle Heats; Women's 200m Butterfly Heats; Women's 800m Freestyle Heats; Men's 4x100m Medley Relay Heats; Women's 4x100m Medley Relay Heats,09:30:00,11:30:00
Swimming,2028 Stadium,SWM16,2028-07-29,Final,Women's 50m Freestyle Semifinal; Men's 100m Butterfly Final; Men's 50m Backstroke Final; Women's 50m Breaststroke Final; Men's 800m Freestyle Final; Women's 200m Butterfly Semifinal; 4x100m Mixed Medley Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,SWM17,2028-07-30,Final,Women's 50m Freestyle Final; Women's 200m Butterfly Final; Women's 800m Freestyle Final; Men's 4x100m Medley Relay Final; Women's 4x100m Medley Relay Final,15:00:00,16:30:00
Table Tennis,LA Convention Center Hall 3,TTE01,2028-07-15,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64; Mixed Doubles Round of 16,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE02,2028-07-15,Preliminary,Men's Doubles Round of 16; Women's Doubles Round of 16,14:30:00,17:30:00
Table Tennis,LA Convention Center Hall 3,TTE03,2028-07-15,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,19:30:00,22:30:00
Table Tennis,LA Convention Center Hall 3,TTE04,2028-07-16,Quarterfinal,Mixed Doubles Quarterfinal; Men's Singles Round of 64; Women's Singles Round of 64,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE05,2028-07-16,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,15:30:00,18:30:00
Table Tennis,LA Convention Center Hall 3,TTE06,2028-07-16,Semifinal,Mixed Doubles Semifinal; Men's Singles Round of 64; Women's Singles Round of 64,20:15:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE07,2028-07-17,Quarterfinal,Men's Doubles Quarterfinal; Women's Doubles Quarterfinal; Men's Singles Round of 64; Women's Singles Round of 64,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE08,2028-07-17,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,TTE09,2028-07-17,Final,Mixed Doubles Bronze Medal Match; Mixed Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE10,2028-07-18,Semifinal,Men's Doubles Semifinal; Men's Singles Round of 32; Women's Singles Round of 32,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE11,2028-07-18,Preliminary,Men's Singles Round of 32; Women's Singles Round of 32,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,TTE12,2028-07-18,Final,Men's Doubles Bronze Medal Match; Men's Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE13,2028-07-19,Semifinal,Women's Doubles Semifinal; Men's Singles Round of 32; Women's Singles Round of 32,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE14,2028-07-19,Preliminary,Men's Singles Round of 32; Women's Singles Round of 32,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,TTE15,2028-07-19,Final,Women's Doubles Bronze Medal Match; Women's Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE16,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE17,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,TTE18,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,20:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,TTE19,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,TTE20,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,TTE21,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,21:00:00,23:00:00
Table Tennis,LA Convention Center Hall 3,TTE22,2028-07-22,Semifinal,Women's Singles Semifinal,14:00:00,16:00:00
Table Tennis,LA Convention Center Hall 3,TTE23,2028-07-22,Final,Women's Singles Bronze Medal Match; Women's Singles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE24,2028-07-23,Semifinal,Men's Singles Semifinal,14:00:00,16:00:00
Table Tennis,LA Convention Center Hall 3,TTE25,2028-07-23,Final,Men's Singles Bronze Medal Match; Men's Singles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,TTE26,2028-07-24,Preliminary,Mixed Team Groups 1 and 2 Round 1,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE27,2028-07-24,Preliminary,Mixed Team Groups 3 and 4 Round 1,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,TTE28,2028-07-25,Preliminary,Mixed Team Groups 1 and 2 Round 2,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE29,2028-07-25,Preliminary,Mixed Team Groups 3 and 4 Round 2,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,TTE30,2028-07-26,Preliminary,Mixed Team Groups 1 and 2 Round 3,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE31,2028-07-26,Preliminary,Mixed Team Groups 3 and 4 Round 3,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,TTE32,2028-07-27,Quarterfinal,Mixed Team Quarterfinal (2 Matches),10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE33,2028-07-27,Quarterfinal,Mixed Team Quarterfinal (2 Matches),17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,TTE34,2028-07-28,Semifinal,Mixed Team Semifinal,12:30:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE35,2028-07-28,Semifinal,Mixed Team Semifinal,20:00:00,22:30:00
Table Tennis,LA Convention Center Hall 3,TTE36,2028-07-29,Bronze,Mixed Team Bronze Medal Match,12:30:00,15:00:00
Table Tennis,LA Convention Center Hall 3,TTE37,2028-07-29,Final,Mixed Team Gold Medal Match,20:00:00,22:45:00
Taekwondo,LA Convention Center Hall 1,TKW01,2028-07-26,Preliminary,Women's -49kg Round of 32; Men's -58kg Round of 32; Women's -49kg Round of 16; Men's -58kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,TKW02,2028-07-26,Semifinal,Women's -49kg Quarterfinal; Men's -58kg Quarterfinal; Women's -49kg Semifinal; Men's -58kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,TKW03,2028-07-26,Final,Women's -49kg Repechage Contests; Men's -58kg Repechage Contests; Women's -49kg Bronze Medal Contests; Men's -58kg Bronze Medal Contests; Women's -49kg Gold Medal Contest; Men's -58kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,TKW04,2028-07-27,Preliminary,Men's -68kg Round of 32; Women's -57kg Round of 32; Men's -68kg Round of 16; Women's -57kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,TKW05,2028-07-27,Semifinal,Men's -68kg Quarterfinal; Women's -57kg Quarterfinal; Men's -68kg Semifinal; Women's -57kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,TKW06,2028-07-27,Final,Men's -68kg Repechage Contests; Women's -57kg Repechage Contests; Men's -68kg Bronze Medal Contests; Women's -57kg Bronze Medal Contests; Men's -68kg Gold Medal Contest; Women's -57kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,TKW07,2028-07-28,Preliminary,Women's -67kg Round of 32; Men's -80kg Round of 32; Women's -67kg Round of 16; Men's -80kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,TKW08,2028-07-28,Semifinal,Women's -67kg Quarterfinal; Men's -80kg Quarterfinal; Women's -67kg Semifinal; Men's -80kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,TKW09,2028-07-28,Final,Women's -67kg Repechage Contests; Men's -80kg Repechage Contests; Women's -67kg Bronze Medal Contests; Men's -80kg Bronze Medal Contests; Women's -67kg Gold Medal Contest; Men's -80kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,TKW10,2028-07-29,Preliminary,Men's +80kg Round of 32; Men's +80kg Round of 16; Women's +67kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,TKW11,2028-07-29,Semifinal,Men's +80kg Quarterfinal; Women's +67kg Quarterfinal; Men's +80kg Semifinal; Women's +67kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,TKW12,2028-07-29,Final,Men's +80kg Repechage Contests; Women's +67kg Repechage Contests; Men's +80kg Bronze Medal Contests; Women's +67kg Bronze Medal Contests; Men's +80kg Gold Medal Contest; Women's +67kg Gold Medal Contest,19:30:00,23:00:00
Tennis,Carson Center Court,TEN01,2028-07-19,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00:00,16:30:00
Tennis,Carson Court 1,TEN02,2028-07-19,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00:00,16:30:00
Tennis,Carson Court 2,TEN03,2028-07-19,Preliminary,Mixed Doubles Round 1 (2 Matches),11:00:00,16:30:00
Tennis,Carson Center Court,TEN04,2028-07-19,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30:00,23:30:00
Tennis,Carson Court 1,TEN05,2028-07-19,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30:00,23:30:00
Tennis,Carson Center Court,TEN06,2028-07-20,Semifinal,Mixed Doubles Semifinal (2 Matches),11:00:00,16:30:00
Tennis,Carson Court 1,TEN07,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,TEN08,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN09,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,TEN10,2028-07-20,Final,Mixed Doubles Bronze Medal Match; Mixed Doubles Gold Medal Match,18:30:00,00:00:00
Tennis,Carson Center Court,TEN11,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,16:30:00
Tennis,Carson Court 1,TEN12,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,TEN13,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN14,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,TEN15,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1,18:30:00,23:30:00
Tennis,Carson Center Court,TEN16,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2,11:00:00,16:30:00
Tennis,Carson Court 1,TEN17,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,TEN18,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN19,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,TEN20,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2,18:30:00,23:30:00
Tennis,Carson Center Court,TEN21,2028-07-23,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,11:00:00,16:30:00
Tennis,Carson Court 1,TEN22,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Court 2,TEN23,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN24,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Center Court,TEN25,2028-07-23,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,18:30:00,23:30:00
Tennis,Carson Center Court,TEN26,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,11:00:00,16:30:00
Tennis,Carson Court 1,TEN27,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Court 2,TEN28,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN29,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Center Court,TEN30,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,18:30:00,23:30:00
Tennis,Carson Center Court,TEN31,2028-07-25,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,11:00:00,16:30:00
Tennis,Carson Court 1,TEN32,2028-07-25,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Court 2,TEN33,2028-07-25,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Courts 3-11,TEN34,2028-07-25,Quarterfinal,Men's Singles Quarterfinal and/or Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Center Court,TEN35,2028-07-25,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,18:30:00,23:30:00
Tennis,Carson Center Court,TEN36,2028-07-26,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,11:00:00,16:30:00
Tennis,Carson Center Court,TEN37,2028-07-26,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,18:30:00,23:30:00
Tennis,Carson Center Court,TEN38,2028-07-27,Final,Women's Singles Bronze Medal Match and/or; Women's Singles Gold Medal Match and/or; Men's Doubles Bronze Medal Match and/or; Men's Doubles Gold Medal Match,11:00:00,16:30:00
Tennis,Carson Center Court,TEN39,2028-07-27,Final,Women's Singles Bronze Medal Match and/or; Women's Singles Gold Medal Match and/or; Men's Doubles Bronze Medal Match and/or; Men's Doubles Gold Medal Match,18:30:00,00:00:00
Tennis,Carson Center Court,TEN40,2028-07-28,Final,Men's Singles Bronze Medal Match and/or; Men's Singles Gold Medal Match and/or; Women's Doubles Bronze Medal Match and/or; Women's Doubles Gold Medal Match,11:00:00,16:30:00
Tennis,Carson Center Court,TEN41,2028-07-28,Final,Men's Singles Bronze Medal Match and/or; Men's Singles Gold Medal Match and/or; Women's Doubles Bronze Medal Match and/or; Women's Doubles Gold Medal Match,18:30:00,00:00:00
Trampoline Gymnastics,DTLA Arena,GTR01,2028-07-21,Final,Men's Qualification; Men's Final,12:30:00,15:00:00
Trampoline Gymnastics,DTLA Arena,GTR02,2028-07-21,Final,Women's Qualification; Women's Final,20:00:00,22:30:00
Triathlon,Venice Beach,TRI01,2028-07-15,Final,Women's Individual,07:30:00,10:10:00
Triathlon,Venice Beach,TRI02,2028-07-16,Final,Men's Individual,07:30:00,10:00:00
Triathlon,Venice Beach,TRI03,2028-07-20,Final,Mixed Relay,08:00:00,10:00:00
Volleyball,Honda Center,VVO01,2028-07-15,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO02,2028-07-15,Preliminary,Men's Preliminary,13:00:00,15:30:00
