sport,venue,session_code,session_date,session_type,session_description,start_time,end_time
Volleyball,Honda Center,VVO03,2028-07-15,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO04,2028-07-15,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO05,2028-07-16,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO06,2028-07-16,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO07,2028-07-16,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO08,2028-07-16,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO09,2028-07-17,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO10,2028-07-17,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO11,2028-07-17,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO12,2028-07-17,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO13,2028-07-18,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO14,2028-07-18,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO15,2028-07-18,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO16,2028-07-18,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO17,2028-07-19,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO18,2028-07-19,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO19,2028-07-19,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO20,2028-07-19,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO21,2028-07-20,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO22,2028-07-20,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO23,2028-07-20,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO24,2028-07-20,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO25,2028-07-21,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO26,2028-07-21,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO27,2028-07-21,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO28,2028-07-21,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO29,2028-07-22,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO30,2028-07-22,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO31,2028-07-22,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO32,2028-07-22,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO33,2028-07-23,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,VVO34,2028-07-23,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,VVO35,2028-07-23,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,VVO36,2028-07-23,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,VVO37,2028-07-24,Quarterfinal,Men's Quarterfinal,09:00:00,11:30:00
Volleyball,Honda Center,VVO38,2028-07-24,Quarterfinal,Men's Quarterfinal,13:00:00,15:30:00
Volleyball,Honda Center,VVO39,2028-07-24,Quarterfinal,Men's Quarterfinal,17:00:00,19:30:00
Volleyball,Honda Center,VVO40,2028-07-24,Quarterfinal,Men's Quarterfinal,21:00:00,23:30:00
Volleyball,Honda Center,VVO41,2028-07-25,Quarterfinal,Women's Quarterfinal,09:00:00,11:30:00
Volleyball,Honda Center,VVO42,2028-07-25,Quarterfinal,Women's Quarterfinal,13:00:00,15:30:00
Volleyball,Honda Center,VVO43,2028-07-25,Quarterfinal,Women's Quarterfinal,17:00:00,19:30:00
Volleyball,Honda Center,VVO44,2028-07-25,Quarterfinal,Women's Quarterfinal,21:00:00,23:30:00
Volleyball,Honda Center,VVO45,2028-07-26,Semifinal,Men's Semifinal,11:00:00,13:30:00
Volleyball,Honda Center,VVO46,2028-07-26,Semifinal,Men's Semifinal,16:00:00,18:30:00
Volleyball,Honda Center,VVO47,2028-07-27,Semifinal,Women's Semifinal,11:00:00,13:30:00
Volleyball,Honda Center,VVO48,2028-07-27,Semifinal,Women's Semifinal,16:00:00,18:30:00
Volleyball,Honda Center,VVO49,2028-07-28,Bronze,Men's Bronze Medal Match,20:30:00,23:00:00
Volleyball,Honda Center,VVO50,2028-07-29,Final,Men's Gold Medal Match,10:00:00,13:15:00
Volleyball,Honda Center,VVO51,2028-07-29,Bronze,Women's Bronze Medal Match,14:45:00,17:15:00
Volleyball,Honda Center,VVO52,2028-07-30,Final,Women's Gold Medal Match,10:00:00,13:15:00
Water Polo,Long Beach Aquatics Center,WPO01,2028-07-12,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO02,2028-07-12,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO03,2028-07-12,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO04,2028-07-13,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO05,2028-07-13,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO06,2028-07-13,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO07,2028-07-15,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO08,2028-07-15,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO09,2028-07-15,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO10,2028-07-16,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO11,2028-07-16,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO12,2028-07-16,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO13,2028-07-17,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO14,2028-07-17,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO15,2028-07-17,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO16,2028-07-18,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO17,2028-07-18,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,WPO18,2028-07-18,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,WPO19,2028-07-19,Quarterfinal,Men's Quarterfinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,WPO20,2028-07-19,Quarterfinal,Men's Quarterfinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,WPO21,2028-07-20,Quarterfinal,Women's Quarterfinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,WPO22,2028-07-20,Quarterfinal,Women's Quarterfinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,WPO23,2028-07-21,Semifinal,Men's Semifinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,WPO24,2028-07-21,Semifinal,Women's Semifinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,WPO25,2028-07-22,Bronze,Men's Bronze Medal Match,11:30:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO26,2028-07-22,Final,Men's Gold Medal Match,15:00:00,17:00:00
Water Polo,Long Beach Aquatics Center,WPO27,2028-07-23,Bronze,Women's Bronze Medal Match,11:30:00,13:00:00
Water Polo,Long Beach Aquatics Center,WPO28,2028-07-23,Final,Women's Gold Medal Match,15:00:00,17:00:00
Weightlifting,Peacock Theater,WLF01,2028-07-25,Final,Men's 65kg,16:50:00,19:00:00
Weightlifting,Peacock Theater,WLF02,2028-07-25,Final,Women's 53kg,20:50:00,23:00:00
Weightlifting,Peacock Theater,WLF03,2028-07-26,Final,Women's 61kg; Women's 69kg,14:10:00,19:00:00
Weightlifting,Peacock Theater,WLF04,2028-07-26,Final,Men's 75kg,20:50:00,23:00:00
Weightlifting,Peacock Theater,WLF05,2028-07-27,Final,Men's 85kg; Men's 95kg,14:10:00,19:00:00
Weightlifting,Peacock Theater,WLF06,2028-07-27,Final,Women's 77kg,20:50:00,23:00:00
Weightlifting,Peacock Theater,WLF07,2028-07-28,Final,Women's 86kg,16:50:00,19:00:00
Weightlifting,Peacock Theater,WLF08,2028-07-28,Final,Men's 110kg,20:50:00,23:00:00
Weightlifting,Peacock Theater,WLF09,2028-07-29,Final,Men's +110kg,16:50:00,19:00:00
Weightlifting,Peacock Theater,WLF10,2028-07-29,Final,Women's +86kg,20:50:00,23:00:00
Wrestling,LA Convention Center Hall 2,WRE01,2028-07-24,Quarterfinal,Men's Greco-Roman 60kg Round of 16; Women's Freestyle 50kg Round of 16; Men's Greco-Roman 130kg Round of 16; Men's Greco-Roman 60kg Quarterfinal; Women's Freestyle 50kg Quarterfinal; Men's Greco-Roman 130kg Quarterfinal,11:00:00,13:00:00
Wrestling,LA Convention Center Hall 2,WRE02,2028-07-24,Semifinal,Men's Greco-Roman 60kg Semifinal; Men's Greco-Roman 130kg Semifinal; Women's Freestyle 50kg Semifinal,19:00:00,20:00:00
Wrestling,LA Convention Center Hall 2,WRE03,2028-07-25,Quarterfinal,Men's Greco-Roman 60kg Repechage; Women's Freestyle 50kg Repechage; Men's Greco-Roman 130kg Repechage; Men's Greco-Roman 77kg Round of 16; Women's Freestyle 53kg Round of 16; Men's Greco-Roman 97kg Round of 16; Men's Greco-Roman 77kg Quarterfinal; Women's Freestyle 53kg Quarterfinal; Men's Greco-Roman 97kg Quarterfinal,11:00:00,13:30:00
Wrestling,LA Convention Center Hall 2,WRE04,2028-07-25,Final,Men's Greco-Roman 77kg Semifinal; Men's Greco-Roman 97kg Semifinal; Women's Freestyle 53kg Semifinal; Men's Greco-Roman 60kg Bronze Medal Match; Men's Greco-Roman 60kg Gold Medal Match; Men's Greco-Roman 130kg Bronze Medal Match; Men's Greco-Roman 130kg Gold Medal Match; Women's Freestyle 50kg Bronze Medal Match; Women's Freestyle 50kg Gold Medal Match,19:00:00,22:45:00
Wrestling,LA Convention Center Hall 2,WRE05,2028-07-26,Quarterfinal,Men's Greco-Roman 77kg Repechage; Women's Freestyle 53kg Repechage; Men's Greco-Roman 97kg Repechage; Men's Greco-Roman 67kg Round of 16; Women's Freestyle 57kg Round of 16; Men's Greco-Roman 87kg Round of 16; Men's Greco-Roman 67kg Quarterfinal; Women's Freestyle 57kg Quarterfinal; Men's Greco-Roman 87kg Quarterfinal,11:00:00,13:30:00
Wrestling,LA Convention Center Hall 2,WRE06,2028-07-26,Final,Men's Greco-Roman 67kg Semifinal; Men's Greco-Roman 87kg Semifinal; Women's Freestyle 57kg Semifinal; Men's Greco-Roman 77kg Bronze Medal Match; Men's Greco-Roman 77kg Gold Medal Match; Men's Greco-Roman 97kg Bronze Medal Match; Men's Greco-Roman 97kg Gold Medal Match; Women's Freestyle 53kg Bronze Medal Match; Women's Freestyle 53kg Gold Medal Match,19:00:00,22:45:00
Wrestling,LA Convention Center Hall 2,WRE07,2028-07-27,Quarterfinal,Men's Greco-Roman 67kg Repechage; Women's Freestyle 57kg Repechage; Men's Greco-Roman 87kg Repechage; Men's Freestyle 57kg Round of 16; Women's Freestyle 62kg Round of 16; Men's Freestyle 86kg Round of 16; Men's Freestyle 57kg Quarterfinal; Women's Freestyle 62kg Quarterfinal; Men's Freestyle 86kg Quarterfinal,11:00:00,13:30:00
Wrestling,LA Convention Center Hall 2,WRE08,2028-07-27,Final,Men's Freestyle 57kg Semifinal; Men's Freestyle 86kg Semifinal; Women's Freestyle 62kg Semifinal; Men's Greco-Roman 67kg Bronze Medal Match; Men's Greco-Roman 67kg Gold Medal Match; Men's Greco-Roman 87kg Bronze Medal Match; Men's Greco-Roman 87kg Gold Medal Match; Women's Freestyle 57kg Bronze Medal Match; Women's Freestyle 57kg Gold Medal Match,19:00:00,22:45:00
Wrestling,LA Convention Center Hall 2,WRE09,2028-07-28,Quarterfinal,Men's Freestyle 57kg Repechage; Women's Freestyle 62kg Repechage; Men's Freestyle 86kg Repechage; Men's Freestyle 74kg Round of 16; Women's Freestyle 68kg Round of 16; Men's Freestyle 125kg Round of 16; Men's Freestyle 74kg Quarterfinal; Women's Freestyle 68kg Quarterfinal; Men's Freestyle 125kg Quarterfinal,11:00:00,13:30:00
Wrestling,LA Convention Center Hall 2,WRE10,2028-07-28,Final,Men's Freestyle 74kg Semifinal; Men's Freestyle 125kg Semifinal; Women's Freestyle 68kg Semifinal; Men's Freestyle 57kg Bronze Medal Match; Men's Freestyle 57kg Gold Medal Match; Men's Freestyle 86kg Bronze Medal Match; Men's Freestyle 86kg Gold Medal Match; Women's Freestyle 62kg Bronze Medal Match; Women's Freestyle 62kg Gold Medal Match,19:00:00,22:45:00
Wrestling,LA Convention Center Hall 2,WRE11,2028-07-29,Quarterfinal,Men's Freestyle 74kg Repechage; Women's Freestyle 68kg Repechage; Men's Freestyle 125kg Repechage; Men's Freestyle 65kg Round of 16; Women's Freestyle 76kg Round of 16; Men's Freestyle 97kg Round of 16; Men's Freestyle 65kg Quarterfinal; Women's Freestyle 76kg Quarterfinal; Men's Freestyle 97kg Quarterfinal,11:00:00,13:30:00
Wrestling,LA Convention Center Hall 2,WRE12,2028-07-29,Final,Men's Freestyle 65kg Semifinal; Men's Freestyle 97kg Semifinal; Women's Freestyle 76kg Semifinal; Men's Freestyle 74kg Bronze Medal Match; Men's Freestyle 74kg Gold Medal Match; Men's Freestyle 125kg Bronze Medal Match; Men's Freestyle 125kg Gold Medal Match; Women's Freestyle 68kg Bronze Medal Match; Women's Freestyle 68kg Gold Medal Match,19:00:00,22:45:00
Wrestling,LA Convention Center Hall 2,WRE13,2028-07-30,Final,Men's Freestyle 65kg Repechage; Women's Freestyle 76kg Repechage; Men's Freestyle 97kg Repechage; Men's Freestyle 65kg Bronze Medal Match; Men's Freestyle 65kg Gold Medal Match; Men's Freestyle 97kg Bronze Medal Match; Men's Freestyle 97kg Gold Medal Match; Women's Freestyle 76kg Bronze Medal Match; Women's Freestyle 76kg Gold Medal Match,11:00:00,14:30:00
